"iso3c","country","AG.LND.AGRI.K2","AG.LND.AGRI.ZS","AG.LND.ARBL.ZS","AG.LND.EL5M.RU.K2","AG.LND.EL5M.RU.ZS","AG.LND.EL5M.UR.K2","AG.LND.EL5M.UR.ZS","AG.LND.EL5M.ZS","AG.LND.FRST.K2","AG.LND.FRST.ZS","AG.LND.IRIG.AG.ZS","AG.LND.PRCP.MM","AG.YLD.CREL.KG","BX.KLT.DINV.WD.GD.ZS","EG.ELC.ACCS.ZS","EG.ELC.COAL.ZS","EG.ELC.HYRO.ZS","EG.ELC.NGAS.ZS","EG.ELC.NUCL.ZS","EG.ELC.PETR.ZS","EG.ELC.RNEW.ZS","EG.ELC.RNWX.KH","EG.ELC.RNWX.ZS","EG.FEC.RNEW.ZS","EG.USE.COMM.GD.PP.KD","EG.USE.ELEC.KH.PC","EG.USE.PCAP.KG.OE","EN.ATM.CO2E.EG.ZS","EN.ATM.CO2E.GF.KT","EN.ATM.CO2E.GF.ZS","EN.ATM.CO2E.KD.GD","EN.ATM.CO2E.KT","EN.ATM.CO2E.LF.KT","EN.ATM.CO2E.LF.ZS","EN.ATM.CO2E.PC","EN.ATM.CO2E.PP.GD","EN.ATM.CO2E.PP.GD.KD","EN.ATM.CO2E.SF.KT","EN.ATM.CO2E.SF.ZS","EN.ATM.GHGO.KT.CE","EN.ATM.GHGO.ZG","EN.ATM.GHGT.KT.CE","EN.ATM.GHGT.ZG","EN.ATM.HFCG.KT.CE","EN.ATM.METH.KT.CE","EN.ATM.METH.ZG","EN.ATM.NOXE.KT.CE","EN.ATM.NOXE.ZG","EN.ATM.PFCG.KT.CE","EN.ATM.SF6G.KT.CE","EN.CLC.DRSK.XQ","EN.CLC.GHGR.MT.CE","EN.CLC.MDAT.ZS","EN.POP.EL5M.RU.ZS","EN.POP.EL5M.UR.ZS","EN.POP.EL5M.ZS","EN.URB.MCTY.TL.ZS","ER.H2O.FWTL.K3","ER.H2O.FWTL.ZS","ER.LND.PTLD.ZS","ER.MRN.PTMR.ZS","ER.PTD.TOTL.ZS","IC.BUS.EASE.XQ","IQ.CPA.PUBS.XQ","IS.ROD.PAVE.ZS","NV.AGR.TOTL.ZS","SE.ENR.PRSC.FM.ZS","SE.PRM.CMPT.ZS","SH.DYN.MORT","SH.MED.CMHW.P3","SH.STA.MALN.ZS","SI.POV.DDAY","SP.POP.GROW","SP.POP.TOTL","SP.URB.GROW","SP.URB.TOTL","SP.URB.TOTL.IN.ZS"
"BHS","Bahamas, The",140,1.3986013986014,0.799200799200799,6581.648438,51.94091974,121.8844757,0.961885435,52.902805175,5098.6,50.9350649350649,NA,1292,8722.3,1.94859819494911,100,NA,NA,NA,NA,NA,0,NA,NA,1.01929998397827,52.0051527026572,NA,2101.44433543675,2.91960507757405,0,0,0.203166440027228,2260,1782.162,81.3772602739726,5.86046391017413,0.154593603970647,0.158305367205613,3.667,0.167442922374429,-2144.24658894539,-89.3406666666672,2640,35.3862679581633,NA,230,60.2040294076064,80,119.438293317816,NA,NA,NA,NA,NA,8.485195634,11.79977694,20.284972574,NA,NA,NA,36.6336475275265,7.92288620534516,8.55510641678468,119,NA,NA,0.597990985948685,1.02639997005463,76.4586334228516,12.6,NA,NA,NA,0.961253495469737,393248,1.09684473743657,327359,83.245
"BIH","Bosnia and Herzegovina",22110,43.18359375,20.09765625,36.42740631,0.071340169,29.03381348,0.056860407,0.128200576,21879.1,42.7326171875,NA,1028,5487.9,1.93149900322222,100,63.9772218312112,35.5173075692623,0.191950860579692,0,0.31351973894683,35.5173075692623,0,0,35.4009017944336,186.20993467937,3446.76468780675,2246.91838789514,2.49105062264763,421.705,1.8876678603402,1.11222259307379,22540,4840.44,21.6671441360788,6.78113160660171,0.454597109404365,0.471346215044323,16164.136,72.3551298119964,-3144.1192626953,-7.25129468052129,27190,-13.4431376717436,755,3380,-31.5784680081491,1090,-10.7965922765158,130,0,NA,NA,0.493228498579901,0.061085802,0.050628051,0.111713853,NA,0.4009,1.12929577464789,1.39550157071326,0,1.39514750796966,90,3.3,NA,6.20463934703999,NA,NA,5.9,NA,1.6,0.1,-0.613297985300864,3280815,0.193751287894149,1608256,49.02
"BLR","Belarus",84530,41.6444969947778,28.1407035175879,0,0,0,0,0,87676,43.1944033894965,0.358452620371466,618,2724.8,1.9768777744873,100,0,0.313948711930051,97.8669092189426,0,1.06214424036148,0.815679830995834,1.71e+08,0.501731119065782,7.21979999542236,153.591944178586,3679.9788400689,2928.52021597737,2.1433490746531,36042.943,65.2833598985691,0.949550270419207,59310,16835.197,30.4930211918131,6.25402079970694,0.323394625987361,0.331159269881381,3157.287,5.71868683209563,-7365.6689453125,-98.6679786117466,88140,-40.8628458111616,516,16730,-10.8831896626726,12010,-30.9810860251834,23,0,NA,-30.0435378,0.0219585515265367,0,0,0,21.5781891018497,1.397,4.10882352941177,9.35349335261769,NA,9.35349335261767,49,NA,NA,6.82931308926166,0.99057000875473,104.61791229248,3.2,NA,1.3,0,-0.201820684328915,9398861,0.352027907829158,7470497,79.483
"BLZ","Belize",1720,7.54055238930294,3.94563787812363,1233.321289,5.656372935,86.6877594,0.397575474,6.053948409,12770.5,55.9864094695309,NA,1705,4043.7,4.73691618915791,92.72,NA,NA,NA,NA,NA,45.2399304748245,NA,NA,40.1162986755371,80.839569017214,NA,595.256010246429,2.97752808988764,3.667,0.564153846153846,0.417523032858295,680,564.718,86.8796923076923,1.77512784836231,0.238713528574865,0.244444995312788,0,0,-344.10484814644,309.999999999989,1560,148.114139356463,NA,530,34.5213387889671,210,54.3465249996415,NA,NA,NA,NA,0.806085588817727,7.473733038,13.05827151,20.532004548,NA,0.101,0.661861074705111,37.6793655671877,10.0788752290615,20.5904509930421,135,NA,NA,9.11863595988619,0.988719999790192,102.84693145752,12.3,0.503,4.6,NA,1.84529559225359,397621,2.19154010594343,183005,46.025
"BMU","Bermuda",3,5.55555555555556,5.55555555555556,4.521437168,7.363997561,2.775064468,4.519706283,11.883703844,10,18.5185185185185,NA,NA,NA,0.0586552674979654,100,NA,NA,NA,NA,NA,0,NA,NA,0.380299985408783,NA,NA,NA,NA,0,NA,NA,NA,612.389,NA,NA,NA,NA,0,NA,NA,-99.9999999999992,NA,-3.07603570427286,NA,NA,28.5648472667475,NA,46.8961939755959,NA,NA,NA,NA,NA,7.333525761,4.530741331,11.864267092,NA,NA,NA,2.07991902345745,5.64206970825242e-05,0.000390137013900296,NA,NA,NA,0.219090759319107,1.04849994182587,91.5730285644531,NA,NA,NA,NA,-0.0156474933035009,63903,-0.0156474933035009,63903,100
"BOL","Bolivia",377270,34.8259946459891,4.13551186190344,NA,NA,NA,NA,NA,508337.6,46.9249146127573,0.710837621346348,1146,2333.7,-0.529735011311977,96.3031005859375,0,28.8813320825516,66.3461538461538,0,2.25140712945591,31.4024390243902,2.15e+08,2.52110694183865,7.57250022888184,100.660348359627,742.538399742886,778.168754600586,2.42093928843589,8668.788,40.1147061545581,0.781527080638982,22710,10773.646,49.8549097639982,2.00032766265544,0.225685305102788,0.231103966655641,0,0,2436.2718505859,285.416044992553,56870,222.730661981738,0,25050,3.54573696620148,8770,-33.3704771909719,0,0,2.25,48.0473,1.29742916356694,NA,NA,NA,41.7577305770422,2.088,0.687973640856672,30.8654914952936,NA,30.8654914952935,150,3.1,NA,12.2217575824891,0.984809994697571,94.8397827148438,26,0.118,3.4,3.2,1.37952758307147,11673029,1.87989454478974,8185478,70.123
"BRA","Brazil",2368788.01,28.3410903622098,6.67158004053533,47495.16797,0.567010929,3425.557373,0.040895286,0.607906215,4966196,59.4174780513368,2.91413407542935,1761,4805.8,3.68378019124452,99.8,4.72241133873863,61.8484936009848,13.6662471718485,2.60356792759176,5.04425326483877,73.9669080481113,7.0487e+10,12.1184144471265,47.0616989135742,94.9579342641111,2619.96049944708,1495.5411407278,1.67120913497858,66116.01,14.9614197461021,0.183444951233072,427710,296990.33,67.2060668461904,2.04187419904738,0.135939722171357,0.139203609227273,67318.786,15.233596433663,-12454.9140625,99.3369745318398,1032640,86.1163357376536,3336,416280,49.2366677093826,179200,36.7952578342594,5753,1532,4.5,1329.05,0.482451027992547,0.512386278,2.045824096,2.558210374,42.2700558976432,65.68,1.16021904257198,29.4196676737717,26.6241067049733,28.5782526119273,124,NA,NA,5.90556934538527,1.02593004703522,100.684646606445,13.9,NA,2.2,4.6,0.712872791114979,212559409,0.999249503269173,185081854,87.073
"BRB","Barbados",100,23.2558139534884,16.2790697674419,1.076961994,0.247473463,2.037552595,0.46820612,0.715679583,63,14.6511627906977,NA,1422,2912.3,4.13457477442887,100,NA,NA,NA,NA,NA,0,NA,NA,5.83559989929199,85.1176501666045,NA,1438.81794467906,3.69077306733167,33.003,2.51931297709924,0.270241055021079,1250,1158.772,88.4558778625954,4.36087077867709,0.271684086888488,0.27820717050474,0,0,-101.44729232788,-128.571428571429,3790,28.4202693967941,NA,2350,-14.9520210855317,50,-16.1109116775026,NA,NA,4,NA,NA,0.236790686,0.468918085,0.705708771,NA,0.07,87.5,1.27010819350234,0.00584651219433888,0.00887361505544849,128,NA,NA,1.58659510407121,0.998679995536804,90.0936737060547,12.7,NA,3.5,NA,0.121868007673422,287371,0.227851593014546,89634,31.191
"BRN","Brunei Darussalam",144,2.73244781783681,0.94876660341556,6.885975838,0.119533858,15.06516552,0.261516654,0.381050512,3800,72.1062618595825,0.87719298245614,2722,2004,2.77114148742985,100,0,0,98.9523809523809,0,1,0.0476190476190476,2e+06,0.0476190476190476,0.0109000001102686,135.111187798069,10290.9380200987,8672.89849625895,1.96119092967484,5342.819,83.3513104524181,0.52946848605816,7140,1804.164,28.1460842433697,16.644908616188,0.269164717600127,0.27562731163557,0,0,-902.126457214359,-96.0220195657012,16620,-19.2619944768227,427,8830,25.7007185877466,150,-40.0550694745983,0,0,2.75,NA,NA,0.536094073,1.072934394,1.609028467,NA,0.092,1.08235294117647,46.87211976066,0.201102067315263,8.98950185960816,66,NA,NA,1.19317390246263,1.02144002914429,100.098007202148,11.4,NA,9.6,NA,0.961675067594484,437483,1.35580343133988,342330,78.25
"BTN","Bhutan",5130,13.4504457262716,2.46460409019402,NA,NA,NA,NA,NA,27250.8,71.4493969585737,6.74955595026643,2200,3466.9,0.514172488223367,100,NA,NA,NA,NA,NA,99.9935464335397,NA,NA,81.0935974121094,54.4245657771622,NA,366.987379544665,1.59836065573771,0,0,0.584652930425894,1380,480.377,39.0550406504065,1.82927799192997,0.157412548860426,0.161191994429813,311.695,25.3410569105691,-422.09963989258,NA,2470,157.546459898682,NA,860,92.577942895199,190,210.425324962419,NA,NA,NA,NA,0.0135011025337857,NA,NA,NA,NA,0.3379,0.433205128205128,48.0078510451913,NA,48.0078510451912,89,4,NA,15.8160219288359,1.05822002887726,100,28.5,0.069,12.7,1.5,1.11006114109419,771612,2.78752440333794,326515,42.316
"BWA","Botswana",258616,45.6330174862809,0.458066451396609,NA,NA,NA,NA,NA,152547,26.9170504473029,0.00961390555299185,416,377.4,1.42099476770851,70.1831817626953,96.3599595551062,0,0,0,3.60633636670037,0.0337040781934614,1e+06,0.0337040781934614,28.1989002227783,75.3361769135651,1815.55372233998,1300.63357654029,2.62467384838294,0,0,0.453423889305541,8210,2757.584,38.7301123595506,3.64230521985371,0.201699685740018,0.206542457101868,3575.325,50.2152387640449,841.57112884521,17481.3750000001,16120,513.996521783697,0,4560,-26.7671768732682,3160,-58.687992414447,0,0,3,NA,0.740418784027821,NA,NA,NA,NA,0.193,8.04166666666667,29.1432374214093,NA,29.1432374214094,87,NA,32.6,2.14399554081719,1.01582002639771,100.661170959473,41.6,0.083,11.8,14.5,2.05887502746375,2351625,3.05854990331497,1666761,70.877
"CAF","Central African Republic",50800,8.15435487495586,2.88933834151979,NA,NA,NA,NA,NA,223030,35.8005072393977,NA,1343,945.1,1.15304567083652,14.3,NA,NA,NA,NA,NA,99.4152046783626,NA,NA,80.9485015869141,NA,NA,NA,NA,0,0,0.186413265134748,330,297.027,95.8151612903226,0.0707187056333878,0.0740111861873617,0.075788180790053,0,0,-203.228733897209,522.739062212432,55680,252.285653074343,NA,23200,102.771977241745,32110,97.3956700692473,NA,NA,NA,NA,0.18249850803147,NA,NA,NA,NA,0.0725,0.0514184397163121,18.0648242198926,NA,18.0648242198926,184,2.4,6.8,33.9178375675784,0.760950028896332,40.8741683959961,110.1,0.393,20.5,65.9,1.76684499168083,4829764,2.78631252169325,2038064,42.198
"CAN","Canada",581990,6.49137424307826,4.31505344322013,158138.75,1.716929436,1966.178467,0.021347011,1.738276447,3469281,38.6955125094946,1.55988617745969,537,3878.7,2.58890257398823,100,9.83644929480872,56.7441929808868,10.0159525300414,15.5465605152518,1.21477770820288,63.011450040254,4.2037e+10,6.26725705936727,22.1828994750977,160.584970775965,15588.4871464315,7631.34157027209,2.05093508289107,217027.728,39.4251794797268,0.299550485664693,574400,252538.956,45.8761364627234,15.4970252672198,0.308459952813952,0.317582728590501,65862.987,11.9646466719953,-112198.6015625,809.139378740871,724930,68.7348718747496,21577,93980,38.4680248356114,43120,-27.4806083987208,4209,4050,4.25,-12.1001595706662,0.0107432376669766,0.369094495,1.852401809,2.221496304,45.7834996323402,35.73,1.25368421052632,9.68557393581083,0.871881853190504,6.47719362274678,23,NA,NA,1.88999463244888,1.00332999229431,NA,4.9,NA,NA,0.2,1.08959148655862,38005238,1.18772430444538,30997832,81.562
"CHE","Switzerland",15100.756,38.2142538104157,10.0753770052305,0,0,0,0,0,12691.1,32.116333548689,2.16283521125804,1537,6203.7,5.10110977456145,100,0,57.881598257107,1.00155831580858,34.931993887771,0.0680817586274717,62.1979817540887,2.853e+09,4.31638349698171,24.2031002044678,43.5139045193406,7520.16602494502,2960.07338939119,1.59198906858646,6864.624,17.3305326937642,0.0531691104831491,37480,24884.262,62.8231810148952,4.40199104356902,0.0613897719516878,0.0622951285485558,443.707,1.12018934612472,1473.0708007812,-5.53304942760662,46020,-4.0531108963622,2277,4790,-17.0443086991402,2140,-17.1439658230572,74,378,4.75,0.0885596709664323,0.00388788412428912,0,0,0,16.155757809287,1.734,4.29207920792079,9.66518426119506,NA,9.66518426119507,36,NA,NA,0.704035770369101,0.970459997653961,96.2100830078125,4,NA,NA,0,0.715961342750833,8636896,0.805290557309692,6383962,73.915
"CHI","Channel Islands",92.2,46.5656565656566,19.2929292929293,NA,NA,NA,NA,NA,10.2,5.15151515151515,3.65984930032293,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921644207578488,173859,1.02507549327174,53832,30.963
"CHL","Chile",156930,21.106018301835,1.63140254891518,3597.688721,0.498677294,47.12010574,0.00653134,0.505208634,182107,24.4921536665537,6.95397915077549,1522,7145.2,4.50510433594661,100,37.1443352302121,31.6778754957751,15.06493161951,0,4.18639818536352,43.6043349649144,8.991e+09,11.9264594691392,25.4606990814209,82.0587827953233,3879.67342023065,2005.55072758311,2.27451482034954,9959.572,11.5593918291551,0.306753013139993,86620,46101.524,53.5068755803157,4.6248722447118,0.186935307045372,0.184781208861709,27018.456,31.3584679665738,7591.4736328125,92.6188440530243,109590,120.513944064173,0,13480,53.3177795387246,6410,69.0590012825093,0,8,2.75,NA,0.260470805127432,0.137948443,0.229884531,0.367832974,35.4004447220681,35.368,3.99638418079096,18.4944542424793,28.814450666394,27.0392385768099,59,NA,NA,3.86260922601224,0.98565000295639,96.2421035766602,7,NA,0.5,0.3,0.862530028020963,19116209,0.958329674358122,16770077,87.727
"CHN","China",5285287,56.0790834053772,12.678245804438,83906.6875,0.907172261,23928.50781,0.258707371,1.165879632,2199781.8,23.3405957019611,10.2067537920807,645,6081.4,1.31071878144875,100,70.3094269525225,19.0698129653579,2.48703063811759,2.33928636039921,0.165618383349663,23.926817173663,2.83851e+11,4.85700420830511,13.12380027771,187.687033335641,3927.04449998901,2236.72990756962,3.24264414716579,403091.308,4.10717929227832,0.948527797393005,10313460,1336397.813,13.6168290282251,7.40521134749736,0.474420332533416,0.485811075119069,6951652.911,70.8318048950971,-364711.4375,306.140351370637,12355240,219.952477201313,183870,1238630,72.3151645278343,538790,72.4670651867095,8438,57054,NA,NA,7.95097147464036,2.350330403,4.203002079,6.553332482,29.2211219931075,591.8,21.0380376821898,15.449041955767,5.40683189597192,14.5876416474392,31,NA,NA,7.65306654755744,1.01529002189636,98.2946319580078,7.9,0.831,2.4,0.5,0.31409109311522,1402112000,2.15419030972153,861289359,61.428
"CIV","Cote d'Ivoire",212000,66.6666666666667,11.0062893081761,381.175293,0.119761557,130.4510193,0.040986437,0.160747994,28367.1,8.92047169811321,NA,1348,2278,1.45010160325616,68.5501098632813,0,15.5206061301802,78.0507404431179,0,5.22328090919527,16.7259786476868,1.05e+08,1.2053725175066,63.532600402832,147.200682207191,274.730223927651,612.640451521905,0.645771350815286,4316.059,46.3096459227468,0.23700174777185,9910,3560.657,38.204474248927,0.39530538358065,0.0766938191854361,0.0785352232997726,0,0,2083.5084228516,-100,22900,-77.9881555280011,0,6560,33.9154138742981,3030,31.7137508952406,0,0,2.5,NA,0.000757403639121069,0.22839161,3.536550847,3.764942457,19.7236627489857,1.162,1.51223321186882,22.8846634839832,0.0745659769547534,14.8915471093909,110,3.5,7.9,20.671221079934,0.884140014648438,78.750846862793,79.3,NA,12.8,29.8,2.54058456481746,26378275,3.44787310709891,13639151,51.706
"CMR","Cameroon",97500,20.6257536333058,13.1158638488714,153.3866577,0.033140779,16.26819801,0.003514913,0.036655692,203404.8,43.02951069366,NA,1604,1646,2.62714366237221,63.4523124694824,0,74.9926013613495,5.99289730689553,0,17.8899082568807,76.1171944362237,7.6e+07,1.12459307487422,80.6303024291992,99.6833168629916,275.197974345394,335.201581634446,1.01933541172536,1019.426,11.9231111111111,0.227566413662614,8620,5969.876,69.8231111111111,0.34184290843119,0.0926386276288805,0.0948628635826261,0,0,1385.66903686523,-3.5993102515134,89050,3.45174871470895,0,14960,15.8706774633609,62710,32.885659247844,353,0,NA,NA,0.0723722046654969,0.180562719,0.276083558,0.456646277,28.8392873556498,1.0884,0.398681318681319,10.6005464149767,3.40964063973876,10.3821451142253,167,3.1,17,15.1810390349835,0.885640025138855,65.4980392456055,74.8,NA,11,26,2.55430999948549,26545864,3.58812644112557,15279799,57.56
"COD","Congo, Dem. Rep.",315000,13.8947089830396,5.20500209523389,471.2958069,0.020599732,26.01448631,0.00113706,0.021736792,1261552.4,55.6473125868419,NA,1543,769.2,2.68050441477657,19.1,0,99.7092373070901,0.0447327219861329,0,0.134198165958399,99.8210691120555,1e+07,0.111831804965332,96.3836975097656,378.068952319107,108.516704082675,389.331933619227,0.166782602046753,0,0,0.0624581432258298,2200,1914.174,92.9210679611651,0.0261692628875174,0.0235342338057482,0.024099286314776,0,0,-2774.77318572998,-44.8382355912002,58700,-41.7344293893644,0,38620,-23.3918435623529,15790,-22.0274631282075,0,0,NA,-178.7794,0.0178909622770062,0.017427871,0.023850757,0.041278628,24.6374811185407,0.6836,0.0759555555555556,13.8332604673993,0.236439195438816,13.7567562191358,183,2.5,1.82000005245209,20.3333843469342,0.889490008354187,69.9111709594727,84.8,NA,23.1,77.2,3.14265160815163,89561404,4.44830465351081,40874034,45.638
"COG","Congo, Rep.",106280,31.1215226939971,1.61054172767204,36.8340416,0.01084904,4.058812141,0.001195476,0.012044516,219460,64.2635431918009,NA,1646,830.1,26.5180473226173,48.3297233581543,0,53.3448673587082,46.6551326412918,0,0,53.3448673587082,0,0,69.8545989990234,99.8450485060147,202.8725143631,554.809461332309,1.55244466276754,487.711,14.5585373134328,0.262707949568703,3220,2321.211,69.2898805970149,0.613992585944184,0.152436186244212,0.156096150287014,0,0,-1372.30181503296,-57.8447785355157,9370,-43.7571660138061,8,3540,-0.528378415946185,2010,-32.0377858516777,0,0,NA,NA,0.262896436973433,0.063459909,0.416627264,0.480087173,65.282909382446,0.046,0.0207207207207207,40.7380367837893,3.2117029732529,36.8382795180106,180,2.5,7.1,8.998091542911,1.00334000587463,71.6060409545898,47.8,NA,12.3,39.6,2.52500982802432,5518092,3.19956759567998,3742867,67.829
"COL","Colombia",494920,44.6074808472285,5.42676881478143,5934.868164,0.526733715,655.6970825,0.058194681,0.584928396,591419.1,53.3050112663362,1.45172663090531,3240,4534.6,4.42556205744767,99.7662734985352,11.8521523682571,64.9593578393729,19.3430604054074,0,0.567976005911587,68.236811220424,2.262e+09,3.27745338105105,30.7182006835938,52.2709808778821,1312.1994929878,724.070279268057,2.34710032251311,21910.325,26.1584586914995,0.207927873347617,79490,49196.472,58.7350429799427,1.6006506184645,0.107672683544029,0.111817447958693,19471.77,23.2470988538682,11462.40625,-93.0840881286088,184100,-0.564903872838529,0,76700,35.2749719416386,21720,26.2345752303281,0,106,3.75,26.0145,0.657133753962299,0.392077758,0.832851833,1.224929591,44.0768884090768,13.6019056924,0.634121477501166,14.8069558212089,17.0698862847978,15.6885212658182,67,NA,NA,7.68426964768478,1.01321005821228,106.769386291504,13.8,NA,3.7,4.9,1.07376749290975,50882884,1.46877335365461,41431388,81.425
"COM","Comoros",1310,70.3922622246104,35.4648038688877,12.89496899,0.769759039,0.603692889,0.03603716,0.805796199,329.2,17.6894142933906,NA,900,1370,0.315425936424468,84.0482406616211,NA,NA,NA,NA,NA,0,NA,NA,55.0059013366699,23.0093914590947,NA,63.9003528546314,2.92682926829268,0,0,0.222692032251794,260,201.685,100.8425,0.31237910327974,0.0994688374470955,0.101857065448631,0,0,101.577550500631,NA,590,91.6693393307347,NA,270,56.7342766253562,50,41.4760013582744,NA,NA,1.75,NA,0.0221911585453536,0.579364707,0.14448645,0.723851157,NA,0.01,0.833333333333333,10.1514342727337,0.0226364027578958,0.125684891164512,160,2.4,76.5,33.0715752230732,1.02289998531342,76.7200775146484,62.9,NA,16.9,19.1,2.17435502569656,869595,2.91220065368456,255487,29.38
"CPV","Cabo Verde",790,19.6029776674938,12.4069478908189,133.9038696,3.270773649,11.48864174,0.2806248,3.551398449,457.2,11.3449131513648,4.64,228,122.8,5.43990491652167,95.5335388183594,NA,NA,NA,NA,NA,20.2084965923393,NA,NA,22.99880027771,36.02653039426,NA,216.811523427222,4.46601941747573,0,0,0.30486443706904,620,542.716,98.6756363636364,1.14020052817031,0.162213920749845,0.166108646351516,0,0,460.312712416053,-100,830,80.7548902176135,NA,120,82.0086194570968,70,84.9504021164766,NA,NA,3.5,NA,0.00984122358979819,1.979573963,3.65742042,5.636994383,NA,0.0253,8.43333333333333,2.89524038891919,0.000676993988023627,0.0155917052278871,137,4.1,69.0400009155273,4.86405018483154,1.00699996948242,87.2902069091797,14.9,0.139,NA,3.4,1.09448034644791,555988,1.78249685804911,370577,66.652
"CRI","Costa Rica",17825,34.9099099099099,4.94516255385821,283.8101807,0.561649495,12.18589401,0.024115418,0.585764913,30348.7,59.4373286329808,1.54480483782298,2926,4293.7,3.9171799302991,99.71,0,74.6115427302997,0,0,0.998890122086571,99.0011098779134,2.637e+09,24.3895671476138,35.7047996520996,54.7969857338436,1942.49060034742,1023.01022440302,1.59609175631858,0,0,0.164393789951781,8260,6926.963,85.7297400990099,1.65218405330354,0.0786964326984287,0.0803596920956324,300.694,3.7214603960396,441.109741210939,838.300051843268,15810,42.8256790099776,98,4820,-38.5831451520885,1940,-15.7778066814075,0,0,4.5,-3.5073,0.701045625679748,0.242243032,0.119459184,0.361702216,27.475415744524,3.194,2.82654867256637,27.6026953211753,0.833447452118705,3.03538959317313,74,NA,NA,4.35197928728168,1.04131996631622,102.738052368164,8.6,NA,2.9,1,0.91805992540637,5094114,1.78224364902207,4114567,80.771
"CUB","Cuba",63000,60.6936416184971,28.0211946050096,9163.390625,8.329352249,172.5357361,0.156831786,8.486184035,32420,31.233140655106,NA,1335,2876.5,NA,99.8,0,0.236593059936909,14.5406151419558,0,45.9680599369085,3.94814668769716,7.53e+08,3.71155362776025,20.8512992858887,NA,1450.8828186377,1034.68542994376,2.29761381522364,2277.207,8.00424253075571,0.323065129113338,24970,25254.629,88.768467486819,2.20230009386014,NA,NA,7.334,0.0257785588752197,-1459.1163330078,-68.57438252879,41860,-8.10868625630022,226,12690,-29.0345661203273,3620,-39.0853333674036,0,0,4.5,NA,0.727438085825858,1.48484202,1.422300198,2.907142218,18.8972858265876,6.958,18.2528856243442,16.5532324654921,4.3249505259467,7.18462280816919,NA,NA,NA,3.78310844577711,0.988439977169037,86.5321502685547,5.1,NA,2.4,NA,-0.0606175631202249,11326616,0.0495578357624637,8743468,77.194
"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.157657657657658,NA,NA,NA,2.18521237437412,100,NA,NA,NA,NA,NA,3.7122969837587,NA,NA,3.01510000228882,471.579105508048,4797.67043595944,12650.8604378195,NA,275.025,NA,NA,NA,5115.465,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4623806987241,0.0341709310928601,0.258715834177835,NA,NA,NA,0.36932067721061,1.00251996517181,NA,NA,NA,NA,NA,-1.55353494887349,155014,-1.5937909221954,138059,89.062
"CYM","Cayman Islands",27,11.25,0.833333333333333,7.19938612,3.191453315,19.29146385,8.55181334,11.743266655,127.2,53,NA,NA,NA,16.5929546798049,100,NA,NA,NA,NA,NA,0,NA,NA,0.00870000012218952,NA,NA,NA,NA,0,NA,NA,NA,546.383,NA,NA,NA,NA,0,NA,NA,-99.9999999999996,NA,NA,NA,NA,63.2867473167182,NA,100.168261937684,NA,NA,3,NA,NA,1.582866055,10.48946288,12.072328935,NA,NA,NA,10.7627698356687,0.0776734150587337,0.1034531661285,NA,NA,NA,0.408843634400223,0.987959980964661,89.5522384643555,NA,NA,NA,NA,1.18163434441994,65720,1.18163434441994,65720,100
"CYP","Cyprus",1309.47,14.1717532467532,11.2559523809524,72.85275269,0.789283887,81.4782486,0.882732174,1.672016061,1725.3,18.6720779220779,21.3309174765278,498,1955.3,103.933223573924,100,0,0,0,0,91.2199426428414,8.78005735715861,3.98e+08,8.78005735715861,12.1436004638672,69.6896117702765,3624.93350238697,1712.14192174413,3.42136635686828,0,0,0.259858177453532,7230,6079.886,85.0333706293706,6.07940050216016,0.205297362238521,0.210055684784849,0,0,577.57272338867,875606.214678478,8600,44.8474721167244,304,740,45.726585911351,370,31.0816697577302,0,0,NA,NA,0.0026781550232895,0.560168645,5.074873195,5.63504184,NA,0.216,27.6923076923077,18.6504409036147,0.122715523666451,1.68708521970488,54,NA,NA,1.88069018794954,0.983219981193542,101.87670135498,2.3,NA,NA,0,0.7304469214141,1207361,0.754477357123324,806771,66.821
"CZE","Czech Republic",35230,45.6347150259067,32.1761658031088,NA,NA,NA,NA,NA,26770.9,34.6773316062176,0.709622480840193,677,5200.4,4.28907092584754,100,53.0611503824925,2.17270262418902,2.74038927084342,32.488864142539,0.113779413188729,11.4045705432362,7.627e+09,9.23186791904716,14.7252998352051,106.723022966279,6258.89103703659,3860.00296414044,2.48060452464918,16068.794,15.622004666537,0.404986979786762,102480,20271.176,19.7075403461015,9.64070499819002,0.234372634164962,0.241422054014067,63915.81,62.1386447598678,-5775.430175781,645.698041084685,122840,-29.1780732287795,3613,12430,-34.773918660948,5170,-26.9143440273763,40,5,2.75,-6.86314683418994,0.155745987792062,NA,NA,NA,12.2044087539499,1.63,12.3954372623574,22.1556760039807,NA,22.1556760039807,41,NA,NA,1.93213468046588,1.00498998165131,98.5400619506836,3.2,NA,2.1,0,0.252925088481678,10698896,0.442133008051133,7923709,74.061
